topiocqa_train_8_2	what is it based on
topiocqa_train_8_3	by whom was it written
topiocqa_train_8_4	produced by
topiocqa_train_8_5	can you mention any song  from this
topiocqa_train_8_6	what awards did it win
topiocqa_train_8_7	what is the first one given for
topiocqa_train_8_8	is it named after any person
topiocqa_train_8_9	who was she
topiocqa_train_8_10	can you mention any of her works
topiocqa_train_8_11	when did she die
topiocqa_train_9_1	where does the hate you give take place
topiocqa_train_9_2	what is it  about
topiocqa_train_9_3	when was it published
topiocqa_train_9_4	who wrote it
topiocqa_train_9_5	where is she from
topiocqa_train_9_6	can you name some other books she has written
topiocqa_train_9_7	when was the first mentioned novel published
topiocqa_train_9_8	is there a movie based on this novel
topiocqa_train_9_9	did the author win any award for her work
topiocqa_train_9_10	the aforementioned novel about "a 16 year old girl" is it based on a real life event
topiocqa_train_9_11	what challenges did the book face
topiocqa_train_9_12	is there a movie adaptation of this novel as well
topiocqa_train_9_13	does it have any audiobook
topiocqa_train_9_14	what theme is the novel based on
topiocqa_train_10_1	what is the oxidation number of manganese in the mn ion
topiocqa_train_10_2	is it a metal
topiocqa_train_10_3	where are these widely found
topiocqa_train_10_4	what are some of its uses
topiocqa_train_10_5	is it toxic to humans
topiocqa_train_10_6	what does the last type of disease mean
topiocqa_train_10_7	how is it diagnosed
topiocqa_train_10_8	how can it be prevented
topiocqa_train_10_9	can surgery cure it
topiocqa_train_10_10	are there any notable cases in relation to this disease
topiocqa_train_10_11	what is the profession of this world's most  famous parkinson's patient
topiocqa_train_10_12	where was he born
topiocqa_train_10_13	has he won any tournaments
topiocqa_train_10_14	what were his contribution in terms of charity
topiocqa_train_10_15	what is the role of this metal in biochemistry
topiocqa_train_11_1	when did school leaving age rise to 15
topiocqa_train_11_2	is it a survey
topiocqa_train_11_3	what is age wise participation
topiocqa_train_11_4	describe a few of the effects because of it
topiocqa_train_11_5	who opposed it
topiocqa_train_11_6	when was the bill for the act introduced
topiocqa_train_11_7	what are the reasons behind the rise of the school leaving age
topiocqa_train_11_8	what changes were done in education post-war
topiocqa_train_11_9	who is the person mentioned above
topiocqa_train_11_10	any reference of him in fiction
topiocqa_train_11_11	what is the first fiction
topiocqa_train_11_12	who is the author of it
topiocqa_train_11_13	name a few stories written by him
topiocqa_train_11_14	what is the former about
topiocqa_train_11_15	in what way did it impact culture
topiocqa_train_12_1	who launched the first man made satellite and when
topiocqa_train_12_2	who designed this satellite
topiocqa_train_12_3	what was its launching mission
topiocqa_train_12_4	does it have any replicas
topiocqa_train_12_5	from where was it launched
topiocqa_train_12_6	the last thing you mentioned here; what is it
topiocqa_train_12_7	what do you mean by this term
topiocqa_train_12_8	what impact does the previous thing we talked about has on the environment
topiocqa_train_12_9	is there a museum here
topiocqa_train_12_10	what is there in this museum
topiocqa_train_12_11	the programme you said; what was it about
topiocqa_train_12_12	which spaceflights were used for this
topiocqa_train_13_1	former welsh county replaced by denbighshire and flintshire
topiocqa_train_13_2	where is this county located
topiocqa_train_13_3	what are the modes of commuting used here
topiocqa_train_13_4	can you name a few famous landmarks here
topiocqa_train_13_5	what is the name of their transportation services
topiocqa_train_13_6	can you describe the last landmark mentioned above
topiocqa_train_13_7	what is the meaning of the mound you just mentioned
topiocqa_train_13_8	can these be found in any other country
topiocqa_train_13_9	what is the economical standing in the aforementioned county
topiocqa_train_13_10	when was the above mentioned port built
topiocqa_train_14_1	who discovered the speed of light in a vacuum
topiocqa_train_14_2	what is the numerical value of it
topiocqa_train_14_3	how important is it in the field of physics
topiocqa_train_14_4	were there any experiments conducted to discover something faster than light
topiocqa_train_14_5	who did such experiments
topiocqa_train_14_6	what is its part in spaceflights
topiocqa_train_14_7	what is the special relativity in relation to it
topiocqa_train_14_8	what mediums are used to understand the idea of it
topiocqa_train_14_9	can you name any scientists from ancient times who tried to study on it
topiocqa_train_14_10	how was the art evolved in the country of the first mentioned group
topiocqa_train_15_1	cast of the movie akeelah and the bee
topiocqa_train_15_2	what is this movie about
topiocqa_train_15_3	is it a real life adaptation
topiocqa_train_15_4	ddid this movie get any awards
topiocqa_train_15_5	who is last mentioned actor from list you mentioned above
topiocqa_train_15_6	what are the other movies he has acted in
topiocqa_train_15_7	what role did he play in the second movie
topiocqa_train_15_8	where did the spelling bee originate
topiocqa_train_15_9	is it also held at internationally
topiocqa_train_15_10	as per the movie did akeelah win this contest
topiocqa_train_16_1	who was the original leader of the puritans in the colonies and what was his famous quote
topiocqa_train_16_2	who was he
topiocqa_train_16_3	was he a writer
topiocqa_train_16_4	can you name some of his works
topiocqa_train_16_5	was he involved in any controversy
topiocqa_train_16_6	what is the reason behind it
topiocqa_train_16_7	what does the term antimonian refer to
topiocqa_train_16_8	were there any works mentioning of this controversy
topiocqa_train_16_9	who wrote it
topiocqa_train_16_10	what is his role in the indian policy
topiocqa_train_16_11	how was his claim responded
topiocqa_train_16_12	what was his coat of arms
topiocqa_train_16_13	what made him to travel to america from england
topiocqa_train_16_14	is there any monument or any work that refers him as a symbol of his legacy
topiocqa_train_16_15	any works if you could mention
topiocqa_train_16_16	was he into any business
topiocqa_train_17_1	what is referred as weird tales
topiocqa_train_17_2	from where did this kind of magazine originate
topiocqa_train_17_3	what are the genres of this last kind of magazine you mentioned
topiocqa_train_17_4	did it reach any height of popularity
topiocqa_train_17_5	can you name any of its author
topiocqa_train_17_6	and who is the writer of the above magazine
topiocqa_train_17_7	when was it published
topiocqa_train_17_8	which other editions does it have
topiocqa_train_17_9	does the very first rather former author involved in politics by any chance
topiocqa_train_17_10	what else has he written other than in the magazine
topiocqa_train_17_11	is there any unusual type of edition present of this third one
topiocqa_train_17_12	what is the genre of this novel
topiocqa_train_17_13	is it adapted for any film or tv series
topiocqa_train_17_14	then where it is adapted
topiocqa_train_17_15	who made this film
topiocqa_train_17_16	can you mention one of its theme
topiocqa_train_17_17	any place where it was filmed
topiocqa_train_17_18	who is the main character
topiocqa_train_18_1	who's directing the new blade runner movie
topiocqa_train_18_2	who is the producer
topiocqa_train_18_3	who is the protagonist
topiocqa_train_18_4	who plays these characters
topiocqa_train_18_5	what is the movie about
topiocqa_train_18_6	by whom were the clothes for this film designed
topiocqa_train_18_7	and who worked on the music
topiocqa_train_18_8	can you tell me a bit more about the former
topiocqa_train_18_9	where was he born
topiocqa_train_18_10	can you name any other project that he has worked on
topiocqa_train_18_11	is his birthplace a member of nato
topiocqa_train_18_12	when was it reunited with the east
topiocqa_train_18_13	are the nazis still in power here
topiocqa_train_18_14	can you describe a few cultural elements of this place
topiocqa_train_18_15	are there concerns over the environment
topiocqa_train_18_16	what is the full form of the organization that we talked about earlier
topiocqa_train_18_17	what is it
topiocqa_train_19_1	who does tracy end up with in hairspray
topiocqa_train_19_2	what is it's genre
topiocqa_train_19_3	who directed it
topiocqa_train_19_4	what story does it discuss
topiocqa_train_19_5	who composed the music in it
topiocqa_train_19_6	how much money did it make
topiocqa_train_19_7	did it win any award
topiocqa_train_19_8	has the director been into any stage productions
topiocqa_train_19_9	when did he start directing films
topiocqa_train_19_10	can you mention some movies he has directed
topiocqa_train_20_1	what are space invaders
topiocqa_train_20_2	when was it created
topiocqa_train_20_3	who developed it
topiocqa_train_20_4	does it have any sequels
topiocqa_train_20_5	what critical reception did the former receive
topiocqa_train_20_6	can you tell me more about the differences between the versions
topiocqa_train_20_7	is it adapted into any  movies
topiocqa_train_20_8	who created the soundtrack
topiocqa_train_20_9	when was the former movie released
topiocqa_train_20_10	who are the characters
topiocqa_train_21_1	who was shepseskare
topiocqa_train_21_2	can you  name another one from the early dynasties
topiocqa_train_21_3	what animals were found in ancient egypt
topiocqa_train_21_4	what items were traded
topiocqa_train_21_5	where was this empire located
topiocqa_train_21_6	what industries are found in the former region
topiocqa_train_21_7	are there any mountains here
topiocqa_train_21_8	name any group of people who have settled here.
topiocqa_train_21_9	can you name one language spoken here
topiocqa_train_21_10	when did this language originate
topiocqa_train_21_11	which holy book has been written in this language
topiocqa_train_21_12	by whom was it compiled
topiocqa_train_22_1	what are the zombies called in the last of us
topiocqa_train_22_2	what is 'the last of us'
topiocqa_train_22_3	who is this game developed by
topiocqa_train_22_4	when was this established
topiocqa_train_22_5	and by whom
topiocqa_train_22_6	can you name some other games that they have developed
topiocqa_train_22_7	when did action-adventure game release
topiocqa_train_22_8	what is the game about
topiocqa_train_22_9	what is the genre of this gameplay
topiocqa_train_22_10	can many people play this game at one time
topiocqa_train_22_11	which platforms can this game be played on
topiocqa_train_22_12	how many models has the first station built in
topiocqa_train_22_13	can you name some accessories related to this station
topiocqa_train_22_14	what kind of reviews did the action-adventure game receive
topiocqa_train_22_15	has the game been adapted into anything
topiocqa_train_23_1	who are the ghosts in a christmas carol
topiocqa_train_23_2	who is the author of this novel
topiocqa_train_23_3	when was it published
topiocqa_train_23_4	who published it that year
topiocqa_train_23_5	list a few characters appearing in the novel.
topiocqa_train_23_6	what is the story all about
topiocqa_train_23_7	how many staves are there in this story
topiocqa_train_23_8	who are some of the author's influences on writing
topiocqa_train_23_9	what is the second person's professional background
topiocqa_train_23_10	what are some of this person's works
topiocqa_train_23_11	what type of written work is the first one mentioned
topiocqa_train_23_12	can you summarize what is that short story all about
topiocqa_train_23_13	what type of written work is the second one mentioned
topiocqa_train_23_14	can you summarize what is that gothic story all about
topiocqa_train_23_15	what are some of the books this author has written in spanish
topiocqa_train_23_16	can you mention the other works of the author who wrote the christmas carol story
topiocqa_train_24_1	where was the material that was eroded by the colorado river deposited
topiocqa_train_24_2	what is the second one
topiocqa_train_24_3	where is this era's name derive from
topiocqa_train_24_4	what are its divisions
topiocqa_train_24_5	what is the time period of the first division
topiocqa_train_24_6	how was the climate during this period
topiocqa_train_24_7	what type of animals were found during that time
topiocqa_train_24_8	can you mention some names
topiocqa_train_24_9	describe something about the type of fauna at that time
topiocqa_train_24_10	the second division mentioned above, who coined the term
topiocqa_train_24_11	out of seven epochs mentioned above, what is the second one
topiocqa_train_24_12	which type of reptiles were found that time
topiocqa_train_24_13	where is the third one commonly found present days
topiocqa_train_24_14	does the snake has any cultural aspects
topiocqa_train_24_15	which are the famous parks of the city mentioned above
topiocqa_train_24_16	which are some of notable architectural masterpieces of this place
topiocqa_train_24_17	the second building you mentioned, which incident that took place there shock the world
topiocqa_train_24_18	what were the number of casualties in this attack
topiocqa_train_25_1	where is indiana jones the last crusade filmed
topiocqa_train_25_2	when was this motion picture released
topiocqa_train_25_3	what type of film was this
topiocqa_train_25_4	who directed it
topiocqa_train_25_5	in a short sentence, what is the storyline of this motion picture
topiocqa_train_25_6	which actor plays the role of the title character
topiocqa_train_25_7	what is the name of the actor who plays the grail scholar that you mentioned
topiocqa_train_25_8	and name a few actors who portray the role of the nazis.
topiocqa_train_25_9	were there any special historical tools, weapons, or costumes used during the making of this film
topiocqa_train_25_10	what was the critic's/viewer's response after seeing this
topiocqa_train_25_11	besides this mentioned film, what are the other films directed by that director
topiocqa_train_25_12	you had mentioned an actor's name who plays the title character, what is his professional background
topiocqa_train_25_13	which institute did he learn to drive those flying machines
topiocqa_train_25_14	what other films does he appear in
topiocqa_train_25_15	what was his contribution to the environment
topiocqa_train_25_16	what is his connection in the field of archaeology
topiocqa_train_25_17	can you name a few characters from the nazi group who appear in that film
topiocqa_train_25_18	with reference to the actor who played the scholar, what other films does he appear in
topiocqa_train_26_1	what religion are the sister wives on tlc
topiocqa_train_26_2	is it a movie
topiocqa_train_26_3	who created it
topiocqa_train_26_4	where did it get premiered
topiocqa_train_26_5	what is the series about
topiocqa_train_26_6	how did it get rated
topiocqa_train_26_7	when was the research conducted first
topiocqa_train_26_8	what methodology do they follow
topiocqa_train_26_9	is it done only for the television programmes
topiocqa_train_26_10	can you name any theatre program got rated by it
topiocqa_train_26_11	is it associated with any corporates
topiocqa_train_27_1	who is playing drums for guns n roses
topiocqa_train_27_2	is guns and roses a band
topiocqa_train_27_3	who are the members
topiocqa_train_27_4	is 'not in this lifetime' a tour by them
topiocqa_train_27_5	when
topiocqa_train_27_6	what instrument did the first band member play
topiocqa_train_27_7	which places were toured
topiocqa_train_28_1	when was martin luther king jr. born
topiocqa_train_28_2	who were his parents
topiocqa_train_28_3	was he married
topiocqa_train_28_4	do you know where they got married
topiocqa_train_28_5	how many kids did they have
topiocqa_train_28_6	do you know their names
topiocqa_train_28_7	did he go to college
topiocqa_train_28_8	what did he study
topiocqa_train_28_9	did he go to a university
topiocqa_train_28_10	did he go to a university
topiocqa_train_28_11	which courses did he take
topiocqa_train_28_12	can you please name any movement that he participated in
topiocqa_train_28_13	what was it about
topiocqa_train_28_14	is there a day named after him
topiocqa_train_28_15	which date is it
topiocqa_train_28_16	how did he die
topiocqa_train_28_17	when
topiocqa_train_28_18	where
topiocqa_train_29_1	who was satoru iwata
topiocqa_train_29_2	where did he go to college
topiocqa_train_29_3	when was this institute founded
topiocqa_train_29_4	what is its contribution in wildlife
topiocqa_train_29_5	what happened to it during the earthquake
topiocqa_train_29_6	what are its rankings
topiocqa_train_29_7	what is the history behind this above mentioned ranking system
topiocqa_train_29_8	name some young universities with this ranking system
topiocqa_train_29_9	when was this established
topiocqa_train_29_10	what is its present form
topiocqa_train_30_1	match the type of play with the age of occurrence
topiocqa_train_30_2	what is paleontology
topiocqa_train_30_3	how is the study done
topiocqa_train_30_4	what are the other branches of science related to it
topiocqa_train_30_5	what is observed through geochemical technique
topiocqa_train_30_6	what does the latter branch of science deal with
topiocqa_train_30_7	what are some of the environmental problems found
topiocqa_train_30_8	what are some of the geologic materials
topiocqa_train_30_9	what are some of its methods to carry out research
topiocqa_train_30_10	what is studied in economic geology
topiocqa_train_31_1	who sings in the beginning of violent crimes
topiocqa_train_31_2	does it belong to any album
topiocqa_train_31_3	how did the song perform commercially
topiocqa_train_31_4	who released this mentioned album
topiocqa_train_31_5	where is this singer from
topiocqa_train_31_6	can you name some of his notable songs or albums
topiocqa_train_31_7	is he into films
topiocqa_train_31_8	was he in politics as well
topiocqa_train_31_9	about the aforementioned album; what is its genre
topiocqa_train_31_10	when was it released
topiocqa_train_32_1	what is referred to as oort cloud
topiocqa_train_32_2	from where did it originate
topiocqa_train_32_3	what is it composed of
topiocqa_train_32_4	what are the various states of the first one
topiocqa_train_32_5	what kind of life form does it support
topiocqa_train_32_6	can you mention one characteristic of this last one
topiocqa_train_32_7	name one organism that falls under this
topiocqa_train_32_8	how do they reproduce; eggs or direct birth
topiocqa_train_32_9	can you name any type of the above organism you mentioned
topiocqa_train_32_10	where is this found
topiocqa_train_32_11	what are some of the tourist spots of the first one
topiocqa_train_32_12	what kind of music is found here
topiocqa_train_32_13	does the first music represents any symbol
topiocqa_train_33_1	where does the energy from the hoover dam go
topiocqa_train_33_2	where is it located
topiocqa_train_33_3	when was it built
topiocqa_train_33_4	who gave the approval to build it
topiocqa_train_33_5	did it face any dispute for its name
topiocqa_train_33_6	what is the route followed by the above mentioned river
topiocqa_train_33_7	what are the wild animals found in this area
topiocqa_train_33_8	what is the style of architecture of the dam
topiocqa_train_33_9	when was this art style introduced
topiocqa_train_33_10	what has inspired this style of art
topiocqa_train_34_1	who played the little girl in the prestige
topiocqa_train_34_2	when did this movie release
topiocqa_train_34_3	who directed it
topiocqa_train_34_4	what was the plot
topiocqa_train_34_5	what was it theme
topiocqa_train_34_6	who wrote it
topiocqa_train_34_7	can you talk about the director mentioned above
topiocqa_train_34_8	any awards won by him
topiocqa_train_34_9	which was his debut film
topiocqa_train_34_10	when did it release
topiocqa_train_34_11	name some of his other movies
topiocqa_train_34_12	when was the last movie released
topiocqa_train_34_13	where was it filmed
topiocqa_train_34_14	what was its plot
topiocqa_train_34_15	what genre of movie was this
topiocqa_train_34_16	how much money did it make
topiocqa_train_34_17	what critical response it received
topiocqa_train_34_18	name some members of its cast
topiocqa_train_35_1	where does the space shuttle take off from
topiocqa_train_35_2	can you describe this object
topiocqa_train_35_3	what was the purpose of this program
topiocqa_train_35_4	what was the cost for the program
topiocqa_train_35_5	what was the groundwork done before the launch of the above mentioned object
topiocqa_train_35_6	can you name a few other programs that were launched from the above mentioned center
topiocqa_train_35_7	how was the program tested before the launch
topiocqa_train_35_8	can you describe the surroundings of the place where the center is located
topiocqa_train_35_9	who were the key members in developing the shuttle program
topiocqa_train_35_10	who is the second person you just mentioned
topiocqa_train_35_11	for how many years did he hold this title
topiocqa_train_36_1	when did sesame street go off the air
topiocqa_train_36_2	what is it
topiocqa_train_36_3	who was it created by
topiocqa_train_36_4	where is the first person from
topiocqa_train_36_5	when he start the television series
topiocqa_train_36_6	did he receive any honors
topiocqa_train_36_7	what kind of a format do they have
topiocqa_train_36_8	who are the characters of this series
topiocqa_train_36_9	can you tell me some educational goals that this series have
topiocqa_train_36_10	who is responsible for funding this series
topiocqa_train_36_11	where were these series produced
topiocqa_train_36_12	what research was done on this series
topiocqa_train_37_1	what is original stories from real life
topiocqa_train_37_2	what is the history behind this literature
topiocqa_train_37_3	what were its golden age
topiocqa_train_37_4	what was its cultural bias
topiocqa_train_37_5	who was the pioneer of this genre
topiocqa_train_37_6	what are its classifications
topiocqa_train_37_7	what are the historical contexts of these stories
topiocqa_train_37_8	where was this historian born
topiocqa_train_37_9	what was the criticism of his work
topiocqa_train_37_10	when did the 'enlightenment' start in the above mentioned continent
topiocqa_train_38_1	what is al-kateb v godwin case
topiocqa_train_38_2	when was the said court formed
topiocqa_train_38_3	who designed the court building
topiocqa_train_38_4	where did the last person study
topiocqa_train_38_5	has he designed any other notable buildings
topiocqa_train_38_6	did he also design any tree house
topiocqa_train_38_7	what is the appointment process of the court
topiocqa_train_38_8	who were the parties involved in the above mentioned court case
topiocqa_train_38_9	where is the place of his birth
topiocqa_train_38_10	which ethnic groups live there
topiocqa_train_39_1	what is operation auca
topiocqa_train_39_2	where were these people from
topiocqa_train_39_3	can you name the five missionaries
topiocqa_train_39_4	can you tell me something more about the first person
topiocqa_train_39_5	what about the second person
topiocqa_train_39_6	when did the missionaries first tried to contact the people
topiocqa_train_39_7	what was the result of the meeting
topiocqa_train_39_8	did anything happen at palm beach
topiocqa_train_39_9	where is this place located
topiocqa_train_39_10	were the missionaries ever attacked during their mission
topiocqa_train_40_1	what is durian
topiocqa_train_40_2	from where did it get the name
topiocqa_train_40_3	is it used as a medicine
topiocqa_train_40_4	does the third type have any other such medicine
topiocqa_train_40_5	were any of these given during the period of pregnancy
topiocqa_train_40_6	which all countries can we see the fruit mentioned
topiocqa_train_40_7	what is the population of the last mentioned place
topiocqa_train_40_8	which is the largest city there
topiocqa_train_40_9	what is the most common mode of transportation here
topiocqa_train_40_10	can you mention a few cities that it connects
topiocqa_train_40_11	what are some of the animals found there
topiocqa_train_40_12	what kind of places does the first one live in
topiocqa_train_40_13	is there a need for them to be conserved
topiocqa_train_40_14	what are the measures taken for it
topiocqa_train_40_15	who initiated the project
topiocqa_train_40_16	when was it done
topiocqa_train_40_17	can you list a few characteristics of the animal
topiocqa_train_40_18	does the largest city have any museum in it
topiocqa_train_40_19	when was the first one established
topiocqa_train_40_20	who did it
topiocqa_train_40_21	who was he
topiocqa_train_41_1	what does the term hms collingwood refer to
topiocqa_train_41_2	by whom was it designed
topiocqa_train_41_3	which country did it belong to
topiocqa_train_41_4	did the ship participate in any wars
topiocqa_train_41_5	could you name a few countries that participated in it
topiocqa_train_41_6	where does the first country get its name from
topiocqa_train_41_7	how is the climate like here
topiocqa_train_41_8	are there any waterbodies present
topiocqa_train_41_9	has the former river ever been depicted in art
topiocqa_train_41_10	and in literature
topiocqa_train_41_11	who is the author of the former
topiocqa_train_41_12	where was he born
topiocqa_train_41_13	was he religious
topiocqa_train_41_14	was he a painter as well
topiocqa_train_41_15	was he married
topiocqa_train_42_1	who is the first woman to own a car in nigeria
topiocqa_train_42_2	when was she born
topiocqa_train_42_3	how is she associated with the woman's union
topiocqa_train_42_4	does she have any travel ban
topiocqa_train_42_5	how is the economy of her birth place
topiocqa_train_42_6	what about transportation
topiocqa_train_42_7	can you name any of the famous buildings
topiocqa_train_42_8	when was the university established
topiocqa_train_42_9	what can you tell me about its history
topiocqa_train_42_10	what all programmes do they offer
topiocqa_train_42_11	have they received any awards
topiocqa_train_43_1	when was the croatian parliament formed
topiocqa_train_43_2	which is the country that it governs over
topiocqa_train_43_3	where is the parliament located
topiocqa_train_43_4	where is the country mentioned above located
topiocqa_train_43_5	when did it become independent
topiocqa_train_43_6	which country ruled over it prior to that
topiocqa_train_43_7	which religions are practiced here
topiocqa_train_43_8	who was behind the formation of the army mentioned above
topiocqa_train_43_9	when was it formed
topiocqa_train_43_10	what was the country of the army known as historically
topiocqa_train_43_11	was the first kingdom mentioned here, a part of any war
topiocqa_train_43_12	when did this war take place
topiocqa_train_44_1	what are the uses of aloe vera flower
topiocqa_train_44_2	where did it originate from
topiocqa_train_44_3	what are few of the plant's common names
topiocqa_train_44_4	how is it cultivated
topiocqa_train_44_5	is it a succulent plant
topiocqa_train_44_6	how is it defined
topiocqa_train_44_7	what are the characteristic of succulents
topiocqa_train_44_8	how is the plant mentioned in the beginning used in topical medicine
topiocqa_train_44_9	is it toxic or cause side effects
topiocqa_train_44_10	does it interact with prescribed drugs
topiocqa_train_45_1	how did fighting between the united states and japan come to an end during world war 2
topiocqa_train_45_2	what was manhattan project
topiocqa_train_45_3	who led this project
topiocqa_train_45_4	who was he
topiocqa_train_45_5	where was he born
topiocqa_train_45_6	which are the most famous parks there
topiocqa_train_45_7	when was the second park founded
topiocqa_train_45_8	which are the different facilities present on this park
topiocqa_train_45_9	can you mention any festivals that are held there
topiocqa_train_45_10	how is the climate of the above mentioned place
topiocqa_train_45_11	what can you tell me about the place's geographical features
topiocqa_train_45_12	where is the above mentioned river originated from
topiocqa_train_45_13	which different type of fish are found in this waterbody
topiocqa_train_46_1	what direction does the wind blow in minnesota
topiocqa_train_46_2	what is the general climatic condition in this place
topiocqa_train_46_3	how will you define this mentioned climate
topiocqa_train_46_4	what is the historical past behind the above mentioned state where winds prevail
topiocqa_train_46_5	where did this aforementioned subculture type take its name from
topiocqa_train_46_6	what is the community kinship of this place
topiocqa_train_46_7	what are the roles of gender here
topiocqa_train_46_8	when did they first contact with settlers from europe
topiocqa_train_46_9	name some reserves based here
topiocqa_train_46_10	what is known about the former mentioned ethnic group of people
topiocqa_train_46_11	what is the dialect of this ethnic group
topiocqa_train_47_1	what was 2003 insight bowl
topiocqa_train_47_2	where was it held
topiocqa_train_47_3	name a park located in that state.
topiocqa_train_47_4	what is the economy of the state dependent on
topiocqa_train_47_5	what are the annual events here
topiocqa_train_47_6	name a few sports played here.
topiocqa_train_47_7	which players are in the hall of fame of the latter
topiocqa_train_47_8	how was the league formed
topiocqa_train_47_9	who won its 2009 season
topiocqa_train_47_10	name a few members of the coaching staff of this team.
topiocqa_train_47_11	when was formed
topiocqa_train_47_12	what happened in the 2002 season
topiocqa_train_48_1	who is michael gomez
topiocqa_train_48_2	where was he born
topiocqa_train_48_3	what is the historical significance of this place
topiocqa_train_48_4	which title did the former boxer receive
topiocqa_train_48_5	when did he start his early boxing career
topiocqa_train_48_6	who did he fight in the wbu championship
topiocqa_train_48_7	who was his opponent in the alex arthur boxing
topiocqa_train_48_8	where is this person from
topiocqa_train_48_9	when was his return after the gomez fight
topiocqa_train_48_10	which championship did he attain
topiocqa_train_49_1	what is age of empires
topiocqa_train_49_2	when did it start
topiocqa_train_49_3	who created it
topiocqa_train_49_4	where is this studio located
topiocqa_train_49_5	what are some games produced in this studio
topiocqa_train_49_6	what are the home cities of the second mentioned series
topiocqa_train_49_7	what are the awards this series won
topiocqa_train_49_8	what are its sound effects like
topiocqa_train_49_9	what are the technical features of this
topiocqa_train_49_10	who created this series
topiocqa_train_50_1	what is rhodotus
topiocqa_train_50_2	where did it get its name from
topiocqa_train_50_3	who described it first
topiocqa_train_50_4	where is it described
topiocqa_train_50_5	is it edible
topiocqa_train_50_6	what are its characteristics
topiocqa_train_50_7	where is it commonly found
topiocqa_train_50_8	what are its microscopic features
topiocqa_train_50_9	can you describe what it is
topiocqa_train_50_10	what is its conservation status
topiocqa_train_51_1	what is "the bill (inside no.9)
topiocqa_train_51_2	who directed it
topiocqa_train_51_3	what is the main storyline of this episode
